SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
6675,drama,사랑비,가든포에트,restaurant,유기농 카페 제너럴닥터로 등장하는 이곳은 서준(장근석)의 사무실이자 정하나(윤아)의 정원이다.,화-일 11시 - 21시 30분,정보없음,월요일,서울특별시 마포구 와우산로14길 12,37.55016,126.9237,050713770887,20221125
6676,drama,사랑비,홍대놀이터공원,playground,서준(장근석)과 정하나(윤아)는 11회에서 이곳에서 만나 데이트를 한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 와우산로21길 19-3,37.552212,126.92334,0231538114,20221125
6677,drama,사랑비,켄싱턴호텔 여의도,stay,"14회에서 김윤희(김미숙)와 서준(장근석), 정하나(소녀시대 윤아)의 모습이 그려졌다. 서로의 연인이 아닌 부모의 자식으로 마주하게 된다.","매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국회대로76길 16,37.530291,126.92187,0266707000,20221125
6678,drama,사랑비,순천드라마촬영장,playground,어린 김윤희 (임윤아)가 1970년대에 살고 있다. 예를 들어 서인하(장근석 분)가 결핵으로 인해 피를 토하며 일기를 읽은 것에 대해 사과하는 4화에서 그녀의 집을 볼 수 있다.,매일 09시 - 18시,정보없음,연중무휴,전라남도 순천시 비례골길 24,34.957729,127.53832,0617494003,20221125
6679,drama,사랑에 미치다,호텔 인나인,stay,9회에서 백수영(유인영)이 노고진(김재욱)과 이신아(크리스탈 정)를 이 식당에 초대해 저녁식사를 하는 모습이 그려졌다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 강남구 영동대로 618,37.515605,127.06003,050714879001,20221125
6680,drama,사랑은 뷰티풀 인생은 원더풀,아소산 일산본점,restaurant,"44, 45회에서 도진우(오민석)는 이 곳으로 옛 시아버지 김영웅(박영규)과 처제 김연아(조유정)는 물론 김청아(설인아)와 구준휘(김재영)까지 초대해 식사를 합니다.",매일 11시 30분 - 21시 30분,15시 - 17시,연중무휴,경기도 고양시 일산동구 정발산로 128,37.659182,126.78267,0319035333,20221125
6681,drama,사랑은 뷰티풀 인생은 원더풀,벌툰 장기점,playground,구준휘(김재영)와 김청아(설인아)가 데이트를 위해 카페를 찾았다.,"평일 11시 - 21시, 주말 10시 - 21시",정보없음,연중무휴,경기도 김포시 김포한강4로 113 신한프라자 4층 401호,37.644046,126.66838,0319863104,20221125
6682,drama,사랑은 뷰티풀 인생은 원더풀,신동수변공원,playground,자신도 모르는 사이 설아의 뒤를 이은 전남편 도진우(오민석)는 이 공원에서 '친구'와 마주하고 태랑은 전남편에게 털어놓기 위해 떠난다.,매일 00시 - 24시,정보없음,연중무휴,경기도 수원시 영통구 신동 550-2,37.248503,127.04055,18993300,20221125
6683,drama,사랑은 뷰티풀 인생은 원더풀,신동카페거리,playground,도진우(오민석)가 그녀를 지켜보고 있다.,매일 00시 - 24시,정보없음,연중무휴,경기도 수원시 영통구 신동 신동카페거리,37.247646,127.04307,18993300,20221125
6684,drama,사랑은 뷰티풀 인생은 원더풀,화홍통닭,restaurant,이 식당은 설아(조윤희)와 청아네가 운영하는 작은 식당 '영웅 치킨'으로 등장한다.,매일 11시 - 24시,정보없음,연중무휴,경기도 수원시 팔달구 수원천로 355,37.285111,127.01745,0312563133,20221125
6685,drama,사랑은 뷰티풀 인생은 원더풀,구둔역 폐역,station,"김청아(설인아)와 구준겸(진호은)은 이 역을 만남의 장소로 꼽았다. 이 역으로 가는 기차 안에서 청아는 구준휘(김재영 분)를 만나 함께 기차에서 내리라고 강요하고, 청아는 마지막 1분 만에 가까스로 기차에 오른다.",매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 지평면 구둔역길 3,37.437333,127.688739,0317712101,20221125
6686,drama,사랑은 뷰티풀 인생은 원더풀,경희대국제캠퍼스,playground,"8화에서 구준휘(김재영)가 공부하는 '옥스퍼드 대학교'로 등장하며, 그의 형 고(故) 구준겸(진호은)의 편지를 받는 곳이다.",매일 00시 - 24시,정보없음,연중무휴,경기도 용인시 기흥구 덕영대로 1732,37.240921,127.07958,0312013114,20221125
6687,drama,사랑은 뷰티풀 인생은 원더풀,흥덕우남퍼스트빌리젠트,stay,이 아파트 단지의 외관은 드라마에 나오는 준휘(김재영)의 가족 거주지로 등장한다. 시리즈에서 여러 번 볼 수 있다,매일 00시 - 24시,정보없음,연중무휴,경기도 용인시 기흥구 흥덕중앙로105번길 40,37.279703,127.07946,0312143706,20221125
6688,drama,사랑은 뷰티풀 인생은 원더풀,미구스타 갤러리&카페,cafe,설아(조윤희)가 변호사를 만나 다음과 같은 조언을 듣는다.,매일 10시 - 20시,정보없음,연중무휴,경기도 화성시 동탄치동천로3길 30 101호,37.203,127.12256,07048979806,20221125
6689,drama,사랑은 뷰티풀 인생은 원더풀,파시0914,restaurant,4화(전체 2회)에서 김설(조윤희)이 아나운서로 입을 옷을 이 가게에서 찾는다,"월-토 11시 - 22시, 일 11시 - 21시",정보없음,연중무휴,서울특별시 강남구 도산대로45길 15,37.523209,127.03505,0220560917,20221125
6690,drama,사랑은 뷰티풀 인생은 원더풀,마노디셰프 삼성점,restaurant,"이 식당의 벨레즈자 방에서 청아(설인아)는 판사 홍(나영희)에게 저녁을 대접하고, 크리스마스 선물로 겨울 장갑을 선물한다.","월-토 11시 - 22시, 일 11시 - 21시","평일 15시 - 17시, 주말 15시 50분 - 17시",연중무휴,서울특별시 강남구 테헤란로87길 21,37.50899,127.0584,025619011,20221125
6691,drama,사랑은 뷰티풀 인생은 원더풀,명성교회,playground,6회에서는 설아가 교회 밖에서 전단지를 나눠주는 모습이 그려졌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강동구 구천면로 452,37.548296,127.1481,024409000,20221125
6692,drama,사랑은 뷰티풀 인생은 원더풀,갤러리카페오누이,cafe,64회(32회)에서는 김청아(설인아)와 강시월(이태선)이 이곳에서 만나 과거 형사 사건에 대해 이야기를 나눴다.,매일 10시 - 22시,정보없음,연중무휴,서울특별시 동작구 시흥대로 676,37.491695,126.90912,028336046,20221125
6693,drama,사랑은 뷰티풀 인생은 원더풀,피슈마라홍탕 상암점,restaurant,영웅(박영규)과 강시월(이태선)이 아르바이트를 하는 식당,매일 11시 - 22시,"평일 15시 - 17시, 주말 16시 - 17시",연중무휴,서울특별시 마포구 매봉산로 80,37.578785,126.89436,0231525855,20221125
6694,drama,사랑은 뷰티풀 인생은 원더풀,성미산로29길,playground,구준휘(김재영 분)와 김청아(설인아 분)는 16회에서 1년간 미국으로 떠나기 전 이 집 앞 거리에서 작별을 고한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로29길 3,37.564235,126.92285,0231538114,20221125
6695,drama,사랑은 뷰티풀 인생은 원더풀,구룡근린공원,playground,13회에서는 구준휘(김재영)와 김청아(설인아)가 이 공원에 찾아와 고장난 카메라의 상환 계약에 대해 이야기를 나눈다. 청아는 준휘에게 카메라를 할부로 달라고 애걸할 수 있는 윗집 사람을 아느냐고 묻는다. 그녀는 우연히 차강수 비서실장이 된 백림에게 과일 바구니를 건넨 사람을 기억한다. 준휘는 사촌 도진우(오민석 분)가 교통사고를 당했다는 사실을 알게 된다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 월드컵북로 456,37.582996,126.88385,0231538114,20221125
6696,drama,사랑은 뷰티풀 인생은 원더풀,예술의전당,playground,48회(전체 24회)에서 구준휘(김재영)는 김청아(설인아)를 데리고 '매그넘 인 파리' 전시회(전시기간:2019년 9월 25일 - 2020년 2월 9일)를 찾았다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 남부순환로 2406,37.479115,127.01057,025801300,20221125
6697,drama,사랑은 뷰티풀 인생은 원더풀,가톨릭대학교 서울성모병원,playground,"97회, 98회(49회)에서는 '선림대학교 의료원의 설정'이다.","평일 08시 - 18시, 주말 00시 - 24시(응급실)",정보없음,연중무휴,서울특별시 서초구 반포대로 222,37.501777,127.00477,0215881511,20221125
6698,drama,사랑은 뷰티풀 인생은 원더풀,서울중앙지방법원,playground,선우영애(김미숙 분)는 1화에서 심사위원으로 이 법정에서 일하고 있다.,평일 09시 - 18시,정보없음,주말,서울특별시 서초구 서초중앙로 157,37.496068,127.01148,025301114,20221125
6699,drama,사랑은 뷰티풀 인생은 원더풀,반포한강공원,playground,구준휘(김재영)의 회사가 주최하는 '클라이밍 빅 매치'가 열리는 곳이 바로 이 공원입니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 신반포로11길 40,37.510507,126.996054,0237800541,20221125
6700,drama,사랑은 뷰티풀 인생은 원더풀,세빛섬,playground,구준휘(김재영)는 김청아(설인아)를 '클라이밍 빅매치' 경쟁자로 착각하고 여기로 끌고 간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 올림픽대로 683,37.512019,126.9953,15663433,20221125
6701,drama,사랑은 뷰티풀 인생은 원더풀,켄싱턴호텔 여의도,stay,45화(23화)에서 김영웅(박영규)과 김연아(조유정)가 저녁식사 후 이 식당에서 차를 마시는 모습.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국회대로76길 16,37.530291,126.92187,0266707000,20221125
6702,drama,사랑은 뷰티풀 인생은 원더풀,여의도 KBS방송국,playground,김설아(조윤희)가 일하는 방속국이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의공원로 13,37.52563,126.91633,027811000,20221125
6703,drama,사랑은 뷰티풀 인생은 원더풀,여의도공원,playground,39화(전체 20화)에서 김설아(조윤희)가 엄마 선우영애(김미숙)와 이 공원 한켠에서 진솔한 대화를 나눈다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의공원로 68,37.5281241,126.925754,027614079,20221125
6704,drama,사랑은 뷰티풀 인생은 원더풀,샛강다리,playground,구준휘(김재영)는 김청아(설인아)를 이 다리 밑으로 몰아넣는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 39,37.518835,126.91898,0226703114,20221125
6705,drama,사랑은 뷰티풀 인생은 원더풀,원효대교,playground,45화에서(전체 23화)문태랑(윤박)에게 집까지 태워다 주겠다고 제안한 도진우(오민석)는 김설아(조윤석)에 대해 태랑과 맞서기 위해 이 다리 발치에 멈춰달라고 기사에게 부탁한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 원효대교,37.527046,126.94571,0226703114,20221125
6706,drama,사랑은 뷰티풀 인생은 원더풀,한강 공원 여의도 지구,playground,40회(전체 20회)에서 김청아(설인아)와 구준휘(김재영)의 첫 데이트를 위해 이 공원을 찾았다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의동로 290,37.5290674,126.936218,0237800561,20221125
6707,drama,사랑은 뷰티풀 인생은 원더풀,중소기업중앙회,playground,50화에서 강시월(이태선)이 이 건물 앞에서 판사 홍(나영희)과 부딪친다.,평일 09시 - 18시,정보없음,주말,서울특별시 영등포구 은행로 30,37.52816,126.9227,0221243114,20221125
6708,drama,사랑은 뷰티풀 인생은 원더풀,낙산공원,playground,65회에서는 김청아(설인아)와 구준휘(김재영)가 구준겸(진호은)의 죽음과 강시월(이태선)의 연관성에 대한 논의를 이어간다. 이어 청아는 자신이 위에서 보고 있는 풍경을 높이 평가하며 앤 셜리의 말을 인용하며 준휘에게 좋은 추억으로 남을 것이라고 말했다. 그 장면은 준휘가 청아를 차버린 그날 밤을 잊어달라고 부탁한 후 청아와 포옹하는 것을 끝냈다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 낙산길 41,37.580667,127.00746,027437985,20221125
6709,drama,사랑은 뷰티풀 인생은 원더풀,오크우드프리미어 인천,stay,3화(전체 2회)에서 도진우(오민석)와 그의 어머니 홍화영(박해미)이 이 술집을 찾아온다,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 컨벤시아대로 165,37.389269,126.64424,0327262000,20221125
6710,drama,사랑을 믿어요,영은미술관,playground,서혜진(박주미)은 이 박물관에서 큐레이터로 일하고 있습니다.,수-일 10시 30분 - 18시,정보없음,"월요일, 화요일",경기도 광주시 청석로 300,37.413056,127.268916,0317610137,20221125
6711,drama,사랑의 불시착,별마로천문대,playground,둘리커플 만남의 시작이 된 패러글라이딩 장소,"화-일 15시 - 23시 (4월-9월),  화-일 14시 - 22시 (10월-3월)",정보없음,월요일,강원도 영월군 영월읍 천문대길 397,37.198816,128.486792,0333728445,20221118
6712,drama,사랑의 불시착,홍삼스파 참숯가마 사우나,playground,"11-12회에서 이 사우나는 리정혁(현빈)의 4남 표치수(양경원), 박광범(이신영), 김주묵(유수빈), 금은동(탕준상)과 정만복(김영민)이 서울에 머무는 동안 그들의 숙소가 된다.",매일 00시 - 24시,정보없음,연중무휴,경기 파주시 탄현면 갈현리 654-7,37.773824,126.717309,0319442233,20221125
6713,drama,사랑의 불시착,미리내 성지,playground,"시누이 도혜지(황우슬혜)는 남편이 가문의 회사를 상속받을 수 있도록 바라는 한편, 세리의 비서 홍씨(고규필)과 동시에 그녀가 가능한 한 빨리 발견되기를 기도합니다.",매일 09시 - 17시,정보없음,연중무휴,경기도 안성시 양성면 미리내성지로 420,37.146102,127.25865,0316741256,20221125
6714,drama,사랑의 불시착,한탄강 하늘다리,playground,둘리커플이 대화를 나눈 아찔한 높이의 하늘다리,매일 09시 - 18시,정보없음,연중무휴,경기도 포천시 영북면 비둘기낭길 207,38.084174,127.219169,0315383030,20221118
